,,1 Year Avg Return,3 Year Avg Return,5 Year Avg Return,lat,lng,population,firstzip
Scottsbluff,NE,0.026540141574240783,0.028312744668009593,0.02918460405532608,41.8684,-103.6616,25114.0,69361
Butte,MT,0.017514036551534273,0.01827993672277861,0.0189485641963707,45.902,-112.6571,30904.0,59743
Opelousas,LA,0.025777357018554437,0.027798573720311692,0.028532196354007056,30.528,-92.0851,24423.0,70570
Celina,OH,0.048544532767285986,0.051197718951824456,0.05275688771905429,40.5551,-84.5629,11285.0,45822
Bend,OR,0.04764467081075674,0.0497664535212361,0.05148838815638168,44.0562,-121.3087,109802.0,97702
Beaumont,TX,0.0306481675135184,0.032603372988279755,0.033565842713733085,30.0849,-94.1451,146091.0,77708
Ontario,OR,0.03971986299703101,0.04316971866565189,0.04429029170456378,44.0259,-116.9759,24704.0,97914
Los Alamos,NM,-0.0006277386709631072,-0.000388967885607161,-0.00035525740745634415,35.8926,-106.2862,12373.0,87544
Sulphur Springs,TX,-0.019689967055737778,-0.019821657443576113,-0.020335861831636604,33.1421,-95.6124,14916.0,75482
Altus,OK,0.019134865076142926,0.02007688613081049,0.02064939788944975,34.6566,-99.3051,18418.0,73521
Cumberland,MD,0.01574270019102264,0.016767821980984365,0.017251991497251318,39.6515,-78.7585,47980.0,21502
San Luis Obispo,CA,0.049930914741159516,0.05203652345925591,0.05316712162385451,35.2669,-120.6691,62290.0,93401
Bastrop,LA,0.0299925972225632,0.031849216095598765,0.03259382449470993,32.7749,-91.9058,12327.0,71220
Marietta,OH,0.025829248908664004,0.027449855418445468,0.028189590902415906,39.4241,-81.4465,21267.0,45750
Cookeville,TN,0.028643901363393898,0.030499958751718292,0.03138582731703554,36.1484,-85.5114,50408.0,38501
Pensacola,FL,0.03027521371526709,0.03200106952696746,0.03311894398594739,30.4427,-87.1886,346921.0,32501
Jackson,TN,0.01984808613336453,0.021235139353324994,0.021552419991334615,35.6535,-88.8353,74065.0,38305
Montgomery,AL,0.01271138931863014,0.013391534959801277,0.013682887758920126,32.3473,-86.2666,254634.0,36064
Big Stone Gap,VA,0.007537902769593874,0.007713338894189903,0.008021647505370266,36.8626,-82.7769,7533.0,24219
Punta Gorda,FL,0.03792267399656102,0.0407798630440499,0.04214847701059199,26.8933,-82.0516,20369.0,33950
Greensburg,IN,0.02318874137519744,0.024480643492673426,0.025331617722941457,39.3515,-85.5024,11960.0,47240
Corpus Christi,TX,0.025130645135288177,0.026279750254496248,0.027085670320451616,27.726,-97.3755,342464.0,78373
Pueblo,CO,0.03603310670694104,0.03831386712378726,0.0392824629363715,38.2705,-104.6112,143932.0,81004
Warren,PA,0.028685160266832765,0.030340643887354135,0.031195119567713814,41.8433,-79.1445,14370.0,16365
Las Vegas,NV,0.026665735912341892,0.029561800762536894,0.03059224622731138,36.2333,-115.2654,2104198.0,89107
Naples,FL,0.03250406459835631,0.03603267838943802,0.03664387261309421,26.1504,-81.7936,22088.0,34103
Montrose,CO,0.04011316658611541,0.04242633542698071,0.043746856239416765,38.469,-107.859,23478.0,81403
Arcadia,FL,0.035724607107293416,0.037876793835846634,0.03870716098011395,27.2213,-81.8587,19038.0,34266
Magnolia,AR,0.02069482941334777,0.021927420230513528,0.02235453856233427,33.2774,-93.2261,10339.0,71753
Ketchikan,AK,0.02247906664098398,0.024002716217567777,0.0246925470060384,55.3556,-131.6698,10652.0,99901
Hattiesburg,MS,0.006198051690867068,0.006865578696065189,0.007176404225650801,31.3074,-89.317,80138.0,39401
Nogales,AZ,0.038295971989497746,0.0406726021649606,0.04180704857622186,31.3624,-110.9336,30917.0,85621
Myrtle Beach,SC,0.02340525364703283,0.023849264746049315,0.024981323559481794,33.7096,-78.8843,275579.0,29572
Albany,OR,0.047577064593367746,0.050672874030661674,0.052356020095122746,44.6274,-123.0966,62880.0,97321
Albemarle,NC,0.02759302532970831,0.02917614846219352,0.030249972841458472,35.3594,-80.1915,17185.0,28001
Gillette,WY,0.02663828779605204,0.028019196051883855,0.02873601111552282,44.2752,-105.4983,36032.0,82718
Gaffney,SC,0.022406963482320963,0.02333006775274482,0.023990448892389882,35.0742,-81.6558,21169.0,29341
Glens Falls,NY,0.03204030982110706,0.03373500938796026,0.0344897826005619,43.3109,-73.6459,63499.0,12801
Fort Morgan,CO,0.038393367283265034,0.04145113997154937,0.04254360844471794,40.2538,-103.7909,13349.0,80701
Vincennes,IN,0.021067405410086337,0.021768287048305357,0.02232276798389554,38.676,-87.5102,19498.0,47591
Enterprise,AL,-0.0005073955141532416,-4.396140991558273e-05,-0.0001653331406868963,31.3276,-85.8459,38914.0,36330
Las Cruces,NM,0.01893130599855919,0.020908931023948973,0.02174353313079891,32.3265,-106.7892,136254.0,88012
Plymouth,IN,0.012476437909731963,0.013170950812068094,0.013602193288055231,41.3483,-86.3187,12433.0,46563
Warner Robins,GA,0.017254905367460216,0.018431812110923262,0.019146496437390415,32.597,-83.6529,155140.0,31088
Junction City,KS,0.004714566619098193,0.004968574273163995,0.005210055915101597,39.0271,-96.8496,35677.0,66441
San Francisco,CA,0.05867800146794733,0.06229175138580145,0.06395691602429121,37.7562,-122.443,3592294.0,94130
Winchester,VA,0.040443087162704616,0.04308836086353196,0.04416346517630054,39.1735,-78.1746,74417.0,22601
Wilmington,OH,0.018099198621827073,0.01890233391528251,0.01961403559753272,39.4387,-83.8184,12222.0,45177
Clarksburg,WV,0.02589121534016292,0.027044575657348302,0.027746385138446295,39.2863,-80.323,40403.0,26301
Goldsboro,NC,0.01583321111011826,0.016703753809486965,0.016961619124589156,35.3778,-77.972,57278.0,27534
McAllen,TX,0.028657905499034575,0.030293136867842962,0.03126091010763443,26.2273,-98.2471,804114.0,78573
Rochester,NY,0.021875447046505014,0.02312609112249797,0.023465243992454976,43.168,-77.6162,703952.0,14608
Lake City,FL,0.049430668729431915,0.05308222474296165,0.0543239073194024,30.1901,-82.647,26271.0,32055
Batesville,AR,0.026276996379215545,0.028097057796047986,0.028894932599558887,35.7687,-91.6226,12220.0,72501
Meridian,MS,0.024122983459434755,0.024903965139152273,0.025287948432345164,32.3846,-88.6896,36686.0,39307
Snyder,TX,0.046765419918349815,0.049245351583440566,0.05080816669134203,32.7133,-100.9113,11371.0,79549
Winona,MN,0.012020259456704041,0.012573050387237661,0.012930487863997975,44.0505,-91.6684,29601.0,55987
Cleveland,OH,0.015959342634452867,0.016798944318014764,0.017336008004086523,41.4767,-81.6804,1710093.0,44135
Auburn,AL,0.022201476947494525,0.02348899573214025,0.02429863014890299,32.6087,-85.4899,92777.0,36849
Marshall,MO,0.012776215608149233,0.014101576551642792,0.014635454885302934,39.1147,-93.201,12447.0,65340
Fremont,OH,0.02029479138167245,0.021920943055778963,0.02252572201080727,41.3536,-83.1148,22191.0,43420
Florence,SC,0.015966116213672388,0.01689198227928035,0.017568739463453387,34.1781,-79.7877,93131.0,29505
Dunn,NC,0.016830796760164635,0.01820792214949818,0.018853711769341253,35.3113,-78.6129,15550.0,28334
Vallejo,CA,0.04615243987711404,0.04993062115995839,0.051137903010010755,38.1133,-122.2358,173256.0,94592
Odessa,TX,0.052922358287487814,0.05545271888164027,0.0570575349466893,31.8831,-102.3406,155998.0,79761
Oklahoma City,OK,0.030261168688618056,0.03213679234149058,0.03315099218131201,35.4676,-97.5136,972943.0,73012
Hot Springs,AR,0.025690185298001378,0.027395052125327224,0.028267186533336375,34.4892,-93.0501,60767.0,71901
McPherson,KS,0.02711195459806559,0.028188065116848016,0.02936557464102063,38.3714,-97.6605,12989.0,67460
Greenville,SC,0.025716456623565254,0.02774191523580516,0.028545460531801625,34.8353,-82.3647,484465.0,29614
Charleston,WV,0.013881889916983914,0.01484690947073175,0.015355882157788159,38.3484,-81.6323,138706.0,25305
Oshkosh,WI,0.011134675669479677,0.01276009520598076,0.013154520972231687,44.0228,-88.5619,75536.0,54985
Newport,OR,0.042006448115010864,0.04572739815088145,0.04695045254649721,44.6242,-124.0513,12155.0,97365
Clinton,IA,0.019044525500640397,0.020468455992993517,0.02108377740837941,41.8434,-90.2408,30177.0,52732
Duluth,MN,0.03929239681453556,0.04167059839850085,0.04287593539165879,46.7756,-92.1392,119476.0,55803
Washington,NC,0.018030173608639233,0.018553453191331393,0.01943471427195198,35.5587,-77.0545,16014.0,27817
Vernon,TX,0.023975700961426982,0.024999016147243536,0.025646576251484143,34.148,-99.3,9919.0,76384
Woodward,OK,0.03782325035992007,0.04052607105358952,0.04144478358091508,36.4247,-99.4057,11410.0,73801
Modesto,CA,0.03387419808148717,0.036774274920542194,0.03733313684446271,37.6374,-121.0028,383134.0,95358
Ada,OK,0.03237674765890963,0.033871516788055,0.034827019267069215,34.7683,-96.6689,17840.0,74820
Sonora,CA,0.014645455956070474,0.01563187694154733,0.01633080495672612,37.9819,-120.3828,28035.0,95370
Cincinnati,OH,0.022277498016214814,0.02331820672692042,0.02402751585770524,39.1413,-84.5061,1662691.0,45219
Savannah,GA,0.029525346137055708,0.03117891883301005,0.031892730883619214,32.0281,-81.1784,276295.0,31322
Danville,VA,0.022129593943233994,0.023394744198401485,0.023938595136664187,36.5831,-79.4087,45890.0,24540
Port Clinton,OH,0.02385252258138837,0.02494534363640466,0.0257044039902925,41.5096,-82.9385,13614.0,43452
Danville,IL,0.017206844915780506,0.018248209311946262,0.01862692426470902,40.1423,-87.6114,47059.0,61834
Malone,NY,0.03781570890081842,0.04004532211143319,0.04075801736750817,44.849,-74.2889,10255.0,12953
Columbus,IN,0.022627544278418066,0.023863536470364988,0.02459409361412579,39.2093,-85.9183,59897.0,47201
Kansas City,MO,0.03108118050664932,0.03294896360441002,0.033850436649059734,39.1239,-94.5541,1636715.0,64161
Great Bend,KS,0.02156632598503383,0.02247838358932519,0.023045548490174816,38.3593,-98.8016,15144.0,67530
Fort Leonard Wood,MO,0.0069814454477961085,0.00732943456272328,0.007293247762874433,37.7562,-92.1274,15882.0,65473
Hilton Head Island,SC,0.024419095680300984,0.024036342316066994,0.02464153689345072,32.1896,-80.7499,74139.0,29928
Martin,TN,0.023760696369463652,0.02535960598862297,0.026207743638902326,36.3386,-88.8513,10415.0,38237
Barnstable Town,MA,0.045152140783964345,0.04750439717303867,0.04921813982812728,41.6722,-70.3599,242847.0,02635
Fargo,ND,0.01970376465516166,0.0212324214062638,0.02145437637724612,46.8652,-96.8292,208675.0,58102
Palatka,FL,0.049609961170248296,0.052087486696206886,0.053737814813987095,29.6493,-81.6705,23738.0,32177
McComb,MS,0.021096374449177002,0.0226461460781735,0.023224543928813235,31.2442,-90.4717,16672.0,39648
Farmington,MO,0.004054283152851834,0.004087053465483326,0.004081640144384835,37.7821,-90.4288,46331.0,63640
Charleston,SC,0.03728020764362694,0.03917468816899916,0.040108479104065564,32.8153,-79.9628,628377.0,29414
Panama City,FL,0.034644937855101476,0.03759202212307655,0.03822591963176403,30.1995,-85.6004,136133.0,32401
Lewiston,ME,0.03254813658176836,0.034448945136834164,0.035814146650426926,44.0915,-70.1681,58802.0,04240
Bremerton,WA,0.04422137016497962,0.046720213417223766,0.04793466853010986,47.5436,-122.7122,218400.0,98312
Kill Devil Hills,NC,0.024603875139934006,0.025330706623051924,0.026035205476891976,36.0167,-75.6699,20951.0,27948
Ottumwa,IA,0.02106093486746685,0.022197891525459923,0.022778436397171697,41.0196,-92.4186,24121.0,52501
Pecos,TX,0.10314565203639425,0.10941508122907795,0.11275716947733194,31.4046,-103.5057,14040.0,79772
Phoenix,AZ,0.04064051582203665,0.04137057784170728,0.042266824260353664,33.5722,-112.0891,4219697.0,85008
Omaha,NE,0.028354240751810256,0.03055732648532028,0.03129454708553525,41.2627,-96.0522,847819.0,68112
Sweetwater,TX,0.02584182910873256,0.027527529873254686,0.028580543196261132,32.4693,-100.4092,9836.0,79556
Clovis,NM,0.02574925466116973,0.02731097349940792,0.028195701121510153,34.4376,-103.1923,42168.0,88101
Alice,TX,0.028779475664568288,0.030840740226408814,0.031583534364289845,27.7556,-98.0653,20510.0,78332
Somerset,KY,0.025833081878369413,0.027338731278315986,0.028359295860965306,37.0815,-84.6091,30053.0,42503
San Diego,CA,0.04986941583096316,0.05222271776308296,0.05391932143701772,32.8312,-117.1225,3220118.0,92109
Mitchell,SD,0.01634660805555921,0.016940522341154507,0.01741237761617387,43.7296,-98.0337,15372.0,57301
Durango,CO,0.023229328128448357,0.024090386654355145,0.02468800911566782,37.2659,-107.8782,20203.0,81301
Lynchburg,VA,0.033333827008116046,0.03567693318080356,0.03647813234223629,37.4003,-79.1909,126814.0,24504
Mexico,MO,0.020513553293447062,0.021102319953033577,0.02186724700296483,39.1625,-91.8711,11330.0,65265
Binghamton,NY,0.02287702756404486,0.02436358631289126,0.0250327801339032,42.1014,-75.9093,148145.0,13904
Elmira,NY,0.019794464896446096,0.022047742684838667,0.022923066492502864,42.0938,-76.8097,62989.0,14901
Rochelle,IL,0.00425205631159975,0.0043421626698794125,0.004352569961156405,41.9195,-89.0632,10723.0,61068
Mountain Home,ID,0.0312327483973609,0.0334653148176951,0.034487514435455946,43.1324,-115.6972,16945.0,83647
Sunbury,PA,0.024898283574107616,0.026729777952377853,0.027584637491725683,40.8617,-76.7874,27921.0,17801
Del Rio,TX,0.03127807559867257,0.03295058631130221,0.03393724960366451,29.3708,-100.88,44121.0,78840
Buffalo,NY,0.026337351368231454,0.028066034491544434,0.028728412369105616,42.9016,-78.8487,914341.0,14208
Dyersburg,TN,0.018622126348007084,0.01998410836945319,0.020761502674563115,36.0465,-89.3777,20839.0,38024
Hinesville,GA,0.02555241512301265,0.02675101670672997,0.02742292805144997,31.8247,-81.6135,51206.0,31313
Moscow,ID,0.032710379326005734,0.03505580631775351,0.03628378767299334,46.7307,-116.9986,26145.0,83843
Juneau,AK,0.028740231804267546,0.030425946432083073,0.03145113427893409,58.4546,-134.1739,25085.0,99824
Colorado Springs,CO,0.036204813834909366,0.038802401825399624,0.040074855086878136,38.8674,-104.7606,642413.0,80951
Tyler,TX,0.0262790498571861,0.028085921119565427,0.028703734400078895,32.3184,-95.3062,143796.0,75709
Hannibal,MO,0.02176049204959285,0.02359150307963298,0.024082953828560516,39.7097,-91.3939,17884.0,63401
Malvern,AR,0.028918582620040434,0.03040143116626015,0.03133199940938014,34.3734,-92.8205,11851.0,72104
Beeville,TX,0.035752540183803694,0.038457622702222194,0.039983528139256874,28.4059,-97.7494,18068.0,78102
Roswell,NM,0.030881219301616136,0.03233054244562972,0.03326134447949913,33.373,-104.5294,48889.0,88203
Liberal,KS,0.031015516198591442,0.032274647423556235,0.03306071246808706,37.0466,-100.9295,18990.0,67901
Milledgeville,GA,0.0123997679712462,0.012596833841686417,0.012975725436295882,33.0874,-83.2414,31471.0,31062
New Castle,IN,0.008527603630414937,0.009276525014744186,0.009617191772924638,39.919,-85.3697,21555.0,47362
Barre,VT,0.03918958229202074,0.04116013292301046,0.04229912531664248,44.1997,-72.5083,20421.0,05641
Reno,NV,0.035046799674608886,0.0348350913706541,0.03612341491514193,39.5497,-119.8483,445020.0,89521
Virginia Beach,VA,0.029902433421439945,0.03218708658736413,0.0325835009384714,36.7335,-76.0435,1478868.0,23459
Bainbridge,GA,0.02587976577944051,0.026952685003455823,0.027655160342695106,30.9046,-84.5727,11529.0,39819
Uvalde,TX,0.035052022909834335,0.03723009561957347,0.03836453436250209,29.2153,-99.7782,18406.0,78801
Guymon,OK,0.030155386822604102,0.0318046887229253,0.03273056067411284,36.6901,-101.4776,10895.0,73942
Alexandria,LA,0.02761070911256036,0.029652279897722567,0.030582075905557726,31.2923,-92.4702,80129.0,71302
Connersville,IN,0.0028509614560805474,0.002304582419273782,0.00246942156490193,39.6581,-85.141,14566.0,47331
Harrisburg,PA,0.024889022250705217,0.026096644995529772,0.02679715951951045,40.2752,-76.8843,442289.0,17101
Taos,NM,0.018964558540296217,0.020047290053140765,0.020509531068939824,36.3871,-105.5804,14196.0,87571
McMinnville,TN,0.029001957694129832,0.03072523629326862,0.03158090917669876,35.6863,-85.7812,15570.0,37110
Van Wert,OH,0.027455545495375322,0.028629344781114785,0.029369942277707617,40.865,-84.5879,10579.0,45891
Visalia,CA,0.03581104884235775,0.03785965777040534,0.03865837997182875,36.3276,-119.3269,237386.0,93277
Shelton,WA,0.051672678263343874,0.05463281461016467,0.05662461547680886,47.2186,-123.112,20264.0,98584
Athens,TN,0.025713447486983565,0.0270151617731047,0.02791331417539955,35.4573,-84.6045,16651.0,37303
York,PA,0.021924815705506084,0.023356705435344738,0.02405943662864618,39.9651,-76.7315,233184.0,17404
Trenton,NJ,0.023630514426218774,0.025143018122705696,0.026227922846183693,40.2236,-74.7641,290716.0,08638
Vidalia,GA,0.029451798369615867,0.03177376048769287,0.032667593297342146,32.2125,-82.4019,13350.0,30474
North Vernon,IN,0.023728179391636628,0.025005398551835922,0.02560400542364305,39.017,-85.6317,11310.0,47265
Columbus,NE,0.038200688137021155,0.04076330416611529,0.041786193921793835,41.4368,-97.3563,23463.0,68601
Huron,SD,0.045436449641830245,0.04793157181178431,0.049197057466507266,44.3622,-98.2102,13427.0,57350
Riverton,WY,0.030532876518168273,0.0327977176105132,0.03375609219792031,43.0421,-108.414,12445.0,82501
Wahpeton,ND,0.03161748260413488,0.033616662824090815,0.03493823152137154,46.2722,-96.6118,11067.0,58075
Zapata,TX,0.035302412044697196,0.03836639807894415,0.03935408417665309,26.9027,-99.2612,4585.0,78076
Appleton,WI,0.020705764882230415,0.021944109682788815,0.02247622382190384,44.2779,-88.3891,220570.0,54914
Centralia,WA,0.04111779195266241,0.04314443712675886,0.044479503996091685,46.7226,-122.9696,42922.0,98531
Bloomington,IN,0.026239491597843667,0.02807786916013222,0.028900840811933337,39.1637,-86.5257,115884.0,47406
Columbia,SC,0.020229300517123017,0.02172937813357656,0.022165011008753677,34.0376,-80.9037,560041.0,29202
Des Moines,IA,0.026301614291442954,0.027694112532320236,0.02838356361012173,41.5725,-93.6105,473957.0,50309
Twin Falls,ID,0.03892675466129725,0.041696901139586684,0.04210668933566453,42.5645,-114.4615,55556.0,83301
Vero Beach,FL,0.034824997662602275,0.034951001344983634,0.0362717371151946,27.6463,-80.393,17503.0,32960
Grants Pass,OR,0.03253374712375834,0.03549691320998338,0.03605106437226224,42.4333,-123.3317,55837.0,97526
Logan,WV,0.02886908010778666,0.03099168480399883,0.032036394265736234,37.8509,-81.9857,8882.0,25601
Altoona,PA,0.029286351940789768,0.030960509071081832,0.03217643193927011,40.5082,-78.4007,74829.0,16601
Eureka,CA,0.04995320535184833,0.053006942865925444,0.05458813187628331,40.7942,-124.1568,44236.0,95503
Erie,PA,0.020266284964606474,0.021393179844440224,0.022064884688062447,42.1168,-80.0733,184484.0,16546
Corning,NY,0.02106605315083332,0.022513166187994482,0.023095048494792714,42.147,-77.0561,19296.0,14830
Red Wing,MN,0.03669714095705734,0.03887861163770778,0.0401589882135982,44.5816,-92.6036,14245.0,55089
Wapakoneta,OH,0.03343241153576737,0.03499580781446987,0.0357496874917993,40.5663,-84.1915,10500.0,45895
Ithaca,NY,0.03396858490545562,0.03659132412717225,0.03721570081768988,42.4442,-76.5032,55137.0,14853
Raleigh,NC,0.024214177108457857,0.025382654490174517,0.026195065557234498,35.8325,-78.6435,1038738.0,27617
Rutland,VT,0.02819260847830929,0.029622420052198173,0.030587261943136435,43.6091,-72.9782,18131.0,05701
Morgan City,LA,0.02199399996949758,0.023009227722061043,0.023617020816081746,29.7041,-91.192,27728.0,70380
Beckley,WV,0.020246414884725228,0.021189093144443838,0.021935114156989233,37.7878,-81.1841,57942.0,25801
Anchorage,AK,0.032727230267987295,0.03585520868746639,0.037066507157575534,61.1508,-149.1091,247949.0,99518
Sanford,NC,0.019457898064821233,0.020509450673596774,0.02102642094303464,35.4874,-79.1772,35467.0,27330
Bozeman,MT,0.040798284933101,0.043771181969217254,0.04517492943952184,45.6832,-111.0552,57695.0,59718
Carson City,NV,0.03871942492063929,0.03928406316248312,0.04012741959842714,39.1512,-119.7474,58756.0,89701
Houghton,MI,0.033260727794306444,0.03476256342776418,0.035347557243893934,47.1119,-88.5672,15543.0,49931
Olympia,WA,0.03775903972907546,0.04004868075652701,0.04075298245742176,47.0417,-122.8959,200915.0,98501
Evanston,WY,0.026299544401203967,0.027453023983168512,0.028135045330884623,41.2602,-110.9646,11319.0,82930
Fallon,NV,0.020507372509052102,0.02084841345274957,0.020848199230595554,39.4738,-118.778,16313.0,89406
Galesburg,IL,0.013036420701519447,0.014033420068159774,0.01452536371449753,40.9506,-90.3763,33767.0,61401
Johnson City,TN,0.02898397417332177,0.030934921731477827,0.031711530773054,36.3406,-82.3803,127571.0,37614
Pittsburgh,PA,0.028995869258189533,0.030845561504730057,0.03162242283587413,40.4396,-79.9762,1703266.0,15216
Russellville,AR,0.02875279136046749,0.03010462034493533,0.03101187760948121,35.2763,-93.1383,34205.0,72802
Portland,OR,0.04395102846678567,0.04581933545532513,0.04669492108816198,45.5372,-122.65,2074775.0,97227
Norfolk,NE,0.029566795559778702,0.030768570116653127,0.031491910052885874,42.0327,-97.4208,27032.0,68701
Stephenville,TX,0.028318974544213393,0.030234905461185457,0.03112720970377092,32.2148,-98.2205,20841.0,76401
Big Spring,TX,0.05848583705848709,0.06249059208359653,0.06435657455992017,32.2387,-101.4802,28913.0,79720
Springfield,MA,0.031166698894703915,0.03250855599314817,0.03368133134747886,42.1155,-72.5395,623401.0,01151
Meadville,PA,0.0281242488309279,0.03017318389206869,0.031147343953924267,41.6476,-80.1468,22580.0,16335
Huntington,WV,0.024329333641105233,0.026200029941745306,0.02687781269079559,38.4109,-82.4344,186034.0,25703
Boulder,CO,0.04367975962580539,0.04656546535600459,0.04767606232001631,40.0249,-105.2523,124345.0,80310
Wauchula,FL,0.038116033619718825,0.0409276858606642,0.04150895858011627,27.5469,-81.8101,13992.0,33873
Alexandria,MN,0.022285962328351783,0.024783052260709537,0.025521152634589317,45.8777,-95.3766,21204.0,56308
Owosso,MI,0.024827131935704516,0.026386127925224434,0.02703786822326948,42.9955,-84.176,21315.0,48867
Bellefontaine,OH,0.02270326333277195,0.02409002663731985,0.024946285381148403,40.3627,-83.763,13114.0,43311
Big Rapids,MI,0.00854918703153884,0.009285967754636637,0.009511565933758126,43.6992,-85.4806,13921.0,49307
Marion,OH,0.011322453368949104,0.012418409686544729,0.012409111507770687,40.5933,-83.1237,45181.0,43302
Dixon,IL,0.009485384392434293,0.010448452264841146,0.010710315185642916,41.8439,-89.4794,16195.0,61021
Bangor,ME,0.03241948468510625,0.03425017930278651,0.035586562836603886,44.8322,-68.7906,59772.0,04401
Henderson,NC,0.01883383485849488,0.0197413235581414,0.020235664900518202,36.3259,-78.4155,20238.0,27536
Traverse City,MI,0.041107399328692784,0.04310564785511839,0.04403056072534017,44.7547,-85.6035,50522.0,49686
Eugene,OR,0.03633548211541582,0.03868648668282182,0.03957572637648288,44.0563,-123.1173,273439.0,97405
College Station,TX,0.03434668607050373,0.0367462179221536,0.03773061232843,30.5852,-96.296,215243.0,77845
Gainesville,TX,0.025639369220852526,0.02747326136529238,0.02815106511412302,33.6391,-97.1488,16615.0,76240
Brookings,OR,0.033591684637948704,0.03657956271844953,0.037693741207895703,42.0697,-124.3003,11162.0,97415
Douglas,GA,0.022129707050277503,0.023624008891200754,0.024234002214548855,31.5065,-82.8543,14283.0,31533
Spencer,IA,0.01898757403140716,0.019959381445976643,0.020580164541706747,43.1468,-95.1534,10678.0,51301
The Villages,FL,0.039726881840892014,0.0411274798213217,0.04253841108563394,28.9021,-81.9888,77609.0,34785
Roseburg,OR,0.03720114429329335,0.04039581369384071,0.041467373965633714,43.2232,-123.3518,46228.0,97470
Allentown,PA,0.02871533156746331,0.02998845196037947,0.030781153035857267,40.5961,-75.4756,683794.0,18105
Cambridge,MD,-0.01781147724469201,-0.018398247125561373,-0.018825667865483564,38.5515,-76.0786,14178.0,21613
El Campo,TX,0.024125694892014327,0.025780058694038432,0.026702957479191936,29.1987,-96.2724,11655.0,77437
Dubuque,IA,0.024454970752585625,0.02555943295089813,0.026288368950593943,42.5008,-90.7067,68109.0,52002
Brownsville,TX,0.015548148301430365,0.016506547039871755,0.016798496740010105,25.998,-97.4565,227239.0,78521
Houma,LA,0.02602383842041367,0.02767168979095569,0.028561314424938367,29.5799,-90.7058,140469.0,70363
Cedar City,UT,0.03529135973669639,0.037524757399865605,0.0392474064901458,37.6834,-113.0956,39995.0,84720
Klamath Falls,OR,0.06670199551448519,0.07103822109112512,0.07322286138952672,42.2191,-121.7754,43246.0,97603
Canton,IL,0.007513117051101137,0.007861568873017921,0.007939160785117139,40.5632,-90.0409,13611.0,61520
Burlington,VT,0.03437464694945369,0.03679116019645301,0.03795465146743715,44.4877,-73.2314,109763.0,05405
Kahului,HI,0.041911767387914356,0.044737107429595246,0.04559683358864519,20.8715,-156.4603,32312.0,96732
Blytheville,AR,0.015608054303803076,0.01645492858857156,0.016844938275988985,35.9321,-89.9051,15693.0,72315
Shreveport,LA,0.00429585001270838,0.004960788936055005,0.005184598088888048,32.4656,-93.7956,280062.0,71129
Astoria,OR,0.038383590388352706,0.04036751003406169,0.04144484437489848,46.1856,-123.8053,14916.0,97103
Beatrice,NE,0.015563679613550985,0.016061895993189523,0.01708363555737491,40.2737,-96.7454,12226.0,68310
Sayre,PA,0.037208826025280306,0.03942160672308748,0.04054114693762667,41.9855,-76.5207,17281.0,18840
Muscatine,IA,0.018379628613009125,0.019160654410653954,0.019437699703334754,41.4196,-91.068,26168.0,52761
Hutchinson,KS,0.010332832878106046,0.011360367864775345,0.011689113608061241,38.0671,-97.9081,42531.0,67502
Jacksonville,IL,0.022951241875595718,0.024039928893818896,0.024278693469357515,39.7292,-90.2318,21685.0,62650
Durham,NC,0.026885009600536636,0.02841047239292216,0.02895200919027352,35.9794,-78.9031,424700.0,27703
New Bern,NC,0.022248598061999525,0.024092542195868205,0.024998869183703087,35.0955,-77.0723,51308.0,28560
Hartford,CT,0.020824358988443148,0.022110333016400308,0.022584156358490537,41.7661,-72.6834,905152.0,06106
Jamestown,NY,0.025867569879745256,0.027166447124893356,0.027904713797000102,42.0975,-79.2366,40493.0,14701
La Grande,OR,0.02950672755435657,0.031621126872653615,0.03233660005974315,45.3243,-118.0865,15515.0,97850
Corvallis,OR,0.03681898171582931,0.03982993925638367,0.04098341669252581,44.5697,-123.278,67467.0,97333
Brevard,NC,0.02751223578902029,0.02864087975720575,0.029560623423424026,35.2439,-82.7264,13666.0,28712
Rocky Mount,NC,0.017341568516891837,0.01858325608615896,0.019439867297520452,35.9676,-77.8048,64018.0,27804
Valdosta,GA,0.0264196230338396,0.0275023799426124,0.028246548073798117,30.8502,-83.2788,79820.0,31698
Columbia,MO,0.019341103599030074,0.020638412990268806,0.02114909502459983,38.9478,-92.3256,141645.0,65202
Chico,CA,0.0458033410620553,0.04902764400274995,0.050535131380339715,39.7575,-121.8152,117668.0,95973
Olean,NY,0.01770055204664822,0.018408939643490774,0.01901046922988625,42.0819,-78.4321,20755.0,14760
Enid,OK,0.028474099096647665,0.030864495840132733,0.03165317081045593,36.4061,-97.8701,47907.0,73701
Casper,WY,0.0130045725259893,0.01380244133048003,0.013968130971974801,42.842,-106.3207,67598.0,82604
Garden City,KS,0.028410029471511944,0.030182449630248298,0.03085054071317206,37.9754,-100.8529,29659.0,67846
Escanaba,MI,0.028513394483843157,0.030686662096712114,0.031698875354661205,45.7477,-87.09,20094.0,49829
Camden,AR,0.014801432177353524,0.016285033385971426,0.016507502663019924,33.5672,-92.8467,10058.0,71701
Williamsport,PA,0.029994727743376748,0.03155948023958133,0.0323118425682678,41.2398,-77.0371,53861.0,17701
Truckee,CA,0.042931380539832364,0.04592823495778675,0.04749166187885123,39.3455,-120.1848,12554.0,96161
