MSA,Violent Crime,Murder,Murder Rate,Population 2019 (DO NOT USE),Population 2010 (DO NOT USE),Population 10 year CAGR,Median income (dollars),Mean income (dollars),City,State,Population,Density,Zip Code,lat_x,lon,% Sale Price Change Since Feb,Avg Sale Price Last 12M,Sale Price Last,Sale Pr CAGR GFC,Sale Pr Standard Deviation,Unnamed: 0,Unnamed: 1,1 Year Avg Return,3 Year Avg Return,5 Year Avg Return,lat_y,lng,population,firstzip,% Rent Change Since Feb,2019 Annualized Rent,Avg Monthly Rent 2019,Avg Monthly Rent Last 12M,Last 12M Annualized Rent,Monthly Rent Last,Rent CAGR since 2014-01,Rent Standard Deviation,Affordability Rent/Median Inc,Affordability Rent/Avg Inc,Capitalization Rate Last
"State College, PA",,,,162385.0,154230.0,0.0057414263043573666,60706.0,82780.0,State College,PA,87723.0,3572.0,16802,40.7909,-77.8568,0.0189545012991732,254671.91666666666,258038.0,0.025663987158671242,0.011310133720066146,State College,PA,0.033492978646749716,0.034644757897712486,0.035562485032911706,40.7909,-77.8568,87723.0,16802.0,,,,,,,,,,,
"Staunton, VA",,,,123120.0,118314.0,0.004433954610697954,57844.0,71354.0,Staunton,VA,59433.0,483.0,24401,38.1593,-79.0611,0.012179474525750633,203365.33333333334,205104.0,0.025118837726843646,0.011000197395463656,Staunton,VA,0.012127766689719266,0.012703980953499006,0.013222929227776348,38.1593,-79.0611,59433.0,24401.0,,,,,,,,,,,
"Sumter, SC",,,,140466.0,142555.0,-0.0016389247768298087,49263.0,60976.0,Sumter,SC,71518.0,469.0,29154,33.9392,-80.393,0.018527136062845617,127353.58333333333,129136.0,0.040162433262419306,0.01435570592733428,Sumter,SC,0.02112049896224244,0.022052698166806998,0.02240760526777774,33.9392,-80.393,71518.0,29154.0,,,,,,,,,,,
"Syracuse, NY",,,,648593.0,663110.0,-0.002456476534031249,61213.0,82572.0,Syracuse,NY,404223.0,2195.0,13210,43.0409,-76.1438,0.060465682462179426,150126.58333333334,156810.0,0.03040913935736822,0.01130707313460637,Syracuse,NY,0.02488460410663884,0.025807596590556647,0.02651225108079669,43.0409,-76.1438,404223.0,13210.0,0.03893637226970559,12168.0,1014.0,1061.6666666666667,12740.0,1094.0,0.0396836906202962,0.003264070859005887,0.1987813046248346,0.14736230199098968,0.08371915056437727
"Tallahassee, FL",,,,387227.0,369345.0,0.005267147101074121,52729.0,73796.0,Tallahassee,FL,257601.0,747.0,32311,30.4551,-84.2526,0.037831546156398055,179409.0,184569.0,0.04939985058085905,0.02070255552783035,Tallahassee,FL,0.029256043427005718,0.030304135544649387,0.030950986598246688,30.4551,-84.2526,257601.0,32311.0,,,,,,,,,,,
"Terre Haute, IN",,,,186367.0,189523.0,-0.0018640983218116691,50129.0,65065.0,Terre Haute,IN,92490.0,677.0,47804,39.4654,-87.3763,0.010772567651311737,97043.08333333333,97863.0,0.027519198037212478,0.008390836112980731,Terre Haute,IN,0.012242009486724824,0.012998179976582369,0.013520754747109677,39.4654,-87.3763,92490.0,47804.0,,,,,,,,,,,
"Texarkana, TX",,,,148761.0,149332.0,-0.0004255787339082495,51544.0,68828.0,Texarkana,TX,77964.0,482.0,75501,33.4487,-94.0815,0.0011114173683415274,112356.91666666667,112594.0,0.042622005886982395,0.011131921689368808,Texarkana,TX,0.026820586059519647,0.02817290671335249,0.028848049634523813,33.4487,-94.0815,77964.0,75501.0,,,,,,,,,,,
"The Villages, FL",,,,132420.0,94278.0,0.03846937001588002,60287.0,83298.0,The Villages,FL,77609.0,956.0,34785,28.9021,-81.9888,0.02172613185514516,286043.75,290489.0,0.05321041229126999,0.02062758807345726,The Villages,FL,0.03972688184089202,0.0411274798213217,0.042538411085633936,28.9021,-81.9888,77609.0,34785.0,,,,,,,,,,,
"Topeka, KS",,,,231969.0,234266.0,-0.0010942319835838266,59567.0,75989.0,Topeka,KS,147458.0,787.0,66621,39.0346,-95.6955,0.047506728355861894,133800.0,138560.0,0.03589038763874974,0.009801767035926442,Topeka,KS,0.02310051923432588,0.024660383138883638,0.02551375526209254,39.0346,-95.6955,147458.0,66621.0,,,,,,,,,,,
"Trenton, NJ",,,,367430.0,367713.0,-8.554281563000199e-05,79492.0,115317.0,Trenton,NJ,290716.0,4238.0,08638,40.2236,-74.7641,0.039863607688437774,252075.33333333334,260438.0,0.02482096201347339,0.022109482036549014,Trenton,NJ,0.02363051442621877,0.025143018122705696,0.02622792284618369,40.2236,-74.7641,290716.0,8638.0,,,,,,,,,,,
"Tuscaloosa, AL",,,,252047.0,239481.0,0.005698563870401685,49721.0,69504.0,Tuscaloosa,AL,155499.0,631.0,35475,33.2348,-87.5267,0.020831335698533016,167595.83333333334,170340.0,0.026634426224748875,0.01138026896107837,Tuscaloosa,AL,0.023274418250192275,0.024748526718956887,0.025442092310383524,33.2348,-87.5267,155499.0,35475.0,,,,,,,,,,,
"Twin Falls, ID",,,,111290.0,99987.0,0.011971000055568615,56667.0,73690.0,Twin Falls,ID,55556.0,1008.0,83301,42.5645,-114.4615,0.05413216933769682,222218.33333333334,231596.0,0.07365699286412153,0.020781499766482903,Twin Falls,ID,0.03892675466129725,0.04169690113958669,0.042106689335664534,42.5645,-114.4615,55556.0,83301.0,,,,,,,,,,,
"Tyler, TX",,,,232751.0,210408.0,0.011276518146761116,59584.0,79183.0,Tyler,TX,143796.0,718.0,75709,32.3184,-95.3062,0.04460340719694855,179879.5,186773.0,0.051025827766382426,0.01338049925113779,Tyler,TX,0.0262790498571861,0.028085921119565427,0.028703734400078895,32.3184,-95.3062,143796.0,75709.0,,,,,,,,,,,
"Urban Honolulu, HI",,,,974563.0,956285.0,0.002105900925341242,87470.0,111776.0,,,,,,,,0.011909632060264519,699302.25,704960.0,0.033918408269997036,0.024953629473124083,,,,,,,,,,-0.0014333492594361674,24971.0,2080.9166666666665,2091.8333333333335,25102.0,2090.0,0.03311351798564166,0.007203492346783185,0.2854807362524294,0.22340216146578873,0.03557648660916932
"Utica, NY",,,,289990.0,299226.0,-0.0034775726437050736,57778.0,75310.0,Utica,NY,112650.0,1376.0,13501,43.0961,-75.226,0.017632113821138162,137965.25,140189.0,0.034210768763702326,0.012088063738800081,Utica,NY,0.02697005525059137,0.02861029789173597,0.029279006517021863,43.0961,-75.226,112650.0,13501.0,,,,,,,,,,,
"Valdosta, GA",,,,147292.0,140054.0,0.0056144744750510345,43787.0,63455.0,Valdosta,GA,79820.0,606.0,31698,30.8502,-83.2788,0.029293237428553054,125322.0,128217.0,0.04198189288345944,0.014205833838125436,Valdosta,GA,0.0264196230338396,0.0275023799426124,0.02824654807379812,30.8502,-83.2788,79820.0,31698.0,,,,,,,,,,,
"Vallejo, CA",,,,447643.0,413967.0,0.008727842917308326,86652.0,105465.0,Vallejo,CA,173256.0,1524.0,94592,38.1133,-122.2358,0.023463443370497217,460883.25,469084.0,0.10133579802223491,0.04063421591351063,Vallejo,CA,0.04615243987711404,0.04993062115995839,0.05113790301001076,38.1133,-122.2358,173256.0,94592.0,,,,,,,,,,,
"Victoria, TX",,,,99742.0,94102.0,0.006488465220747308,56627.0,77305.0,Victoria,TX,68078.0,694.0,77901,28.8285,-96.985,0.024198643293363853,157409.91666666666,160495.0,0.03652159999515803,0.011678885443953383,Victoria,TX,0.01593795129015141,0.016559615773160896,0.01694586515216434,28.8285,-96.985,68078.0,77901.0,,,,,,,,,,,
"Vineland, NJ",,,,149527.0,156699.0,-0.005192006828791174,54587.0,82821.0,Vineland,NJ,93239.0,335.0,08344,39.4653,-74.9981,0.0921002603024188,139520.41666666666,149360.0,0.019844030696066106,0.03043864585951912,Vineland,NJ,0.013334749911412258,0.013650189458239259,0.013514723580606569,39.4653,-74.9981,93239.0,8344.0,,,,,,,,,,,
"Visalia, CA",,,,466195.0,442969.0,0.005694397501018855,57692.0,74820.0,Visalia,CA,237386.0,1370.0,93277,36.3276,-119.3269,0.06655396426346227,233141.25,244788.0,0.08323262204343518,0.037483338907775415,Visalia,CA,0.03581104884235775,0.037859657770405335,0.03865837997182875,36.3276,-119.3269,237386.0,93277.0,,,,,,,,,,,
"Waco, TX",,,,273920.0,253808.0,0.008509111455217822,50368.0,68859.0,Waco,TX,192315.0,605.0,76798,31.5598,-97.1881,0.049148869194634015,167186.58333333334,173311.0,0.056533556996218204,0.014465870685270311,Waco,TX,0.026456404795874636,0.028342689576285936,0.029247711492792924,31.5598,-97.1881,192315.0,76798.0,,,,,,,,,,,
"Walla Walla, WA",,,,60760.0,58915.0,0.0034320929187949822,61285.0,81219.0,Walla Walla,WA,57860.0,926.0,99362,46.067,-118.3366,0.01202244659428553,284149.9166666667,287467.0,0.0687334450742978,0.0184163082985165,Walla Walla,WA,0.04158080837001932,0.043254202103987886,0.045115678261613563,46.067,-118.3366,57860.0,99362.0,,,,,,,,,,,
"Warner Robins, GA",,,,185409.0,168508.0,0.01067670120184383,61936.0,75889.0,Warner Robins,GA,155140.0,805.0,31088,32.597,-83.6529,0.03218008136539141,145876.91666666666,149438.0,0.025362280358131928,0.010406628579613266,Warner Robins,GA,0.017254905367460216,0.018431812110923262,0.01914649643739041,32.597,-83.6529,155140.0,31088.0,,,,,,,,,,,
"Waterloo, IA",,,,168522.0,167920.0,0.00039770456967236356,63131.0,82475.0,Waterloo,IA,111631.0,423.0,50707,42.492,-92.3522,0.010434477925718388,143005.16666666666,144189.0,0.01772737086665055,0.011972254771380343,Waterloo,IA,0.021865841939389785,0.023111453972875614,0.02389340959697539,42.492,-92.3522,111631.0,50707.0,,,,,,,,,,,
"Watertown, NY",,,,109834.0,116592.0,-0.00661254315094395,53917.0,67368.0,Watertown,NY,53163.0,1061.0,13601,43.9734,-75.9094,0.013911557774984207,143792.25,145984.0,0.016133591953656934,0.01978542368011694,Watertown,NY,0.04035221537879674,0.042238391252231056,0.04315367691650529,43.9734,-75.9094,53163.0,13601.0,,,,,,,,,,,
"Wausau, WI",,,,163285.0,162829.0,0.0003107782697751027,65094.0,79214.0,Wausau,WI,73593.0,774.0,54401,44.962,-89.6459,0.03169103641614912,177987.25,182534.0,0.04180711616039101,0.01590256996236811,Wausau,WI,0.02312557034996532,0.024133124284114068,0.024601552967609356,44.961999999999996,-89.6459,73593.0,54401.0,,,,,,,,,,,
"Weirton, WV",,,,116074.0,124329.0,-0.007604643824775659,49510.0,62499.0,Weirton,WV,65578.0,390.0,26062,40.406,-80.5671,,,,,,,,,,,,,,,,,,,,,,,,,
"Wenatchee, WA",,,,120629.0,111264.0,0.009019764436513311,60532.0,85761.0,Wenatchee,WA,72350.0,1312.0,98801,47.4356,-120.3283,0.031492146371056906,350192.0833333333,358754.0,0.0752858385658064,0.018527929018721707,Wenatchee,WA,0.04541778561040344,0.04834289036357053,0.04990544355025861,47.4356,-120.3283,72350.0,98801.0,,,,,,,,,,,
"Wheeling, WV",,,,138948.0,147899.0,-0.006912646528819288,50440.0,71565.0,Wheeling,WV,75392.0,740.0,26003,40.0752,-80.6951,,,,,,,,,,,,,,,,,,,,,,,,,
"Wichita Falls, TX",,,,151254.0,151649.0,-0.00028974658638991624,52233.0,69092.0,Wichita Falls,TX,99557.0,561.0,76308,33.9072,-98.5291,0.005036087216305107,105392.58333333333,105970.0,0.020986915697452924,0.010707394222892762,Wichita Falls,TX,0.012095194399979192,0.013224584765848313,0.013736315692113088,33.9072,-98.5291,99557.0,76308.0,,,,,,,,,,,
"Williamsport, PA",,,,113299.0,116225.0,-0.0028290601686891126,53881.0,71332.0,Williamsport,PA,53861.0,1246.0,17701,41.2398,-77.0371,-0.0023086247540614613,163713.33333333334,163788.0,0.026798426986797796,0.012489530693980759,Williamsport,PA,0.02999472774337675,0.03155948023958133,0.0323118425682678,41.2398,-77.0371,53861.0,17701.0,,,,,,,,,,,
"Wilmington, NC",,,,297533.0,255699.0,0.016978543577236493,57667.0,81953.0,Wilmington,NC,255616.0,929.0,28409,34.21,-77.8866,0.03638306417999804,266059.75,273516.0,0.04868968431205678,0.020491854290047,Wilmington,NC,0.02189843688020554,0.02410658211283967,0.024528781132482136,34.21,-77.8866,255616.0,28409.0,,,,,,,,,,,
"Winchester, VA",,,,140566.0,128652.0,0.009889250260775917,76583.0,90959.0,Winchester,VA,74417.0,1179.0,22601,39.1735,-78.1746,0.03414664483094598,243598.33333333334,249431.0,0.03580487486126516,0.02685018334244785,Winchester,VA,0.040443087162704616,0.04308836086353196,0.044163465176300536,39.1735,-78.1746,74417.0,22601.0,,,,,,,,,,,
"Winston, NC",,,,676008.0,641245.0,0.0058831616750774085,52322.0,71320.0,,,,,,,,0.04946600597088424,164134.83333333334,170491.0,0.04311980612939026,0.009690150253677374,,,,,,,,,,0.023961661341852958,14649.0,1220.75,1258.75,15105.0,1282.0,0.03473548385347103,0.002797305428724276,0.27997782959366996,0.20539820527201347,0.09023350206169241
"Worcester, MA",,,,947404.0,918935.0,0.003395777272356737,76348.0,98878.0,Worcester,MA,498328.0,1916.0,01610,42.2705,-71.8079,0.05719131185174575,303777.3333333333,317298.0,0.0476649388687147,0.02205088644191619,Worcester,MA,0.0353872139913074,0.03661634386381807,0.037692582023300725,42.2705,-71.8079,498328.0,1610.0,0.025730180806675884,16693.0,1391.0833333333333,1446.0,17352.0,1475.0,0.05080691788147784,0.006365542611555091,0.21864357939959134,0.16882420760937722,0.05578352211485733
"Yakima, WA",,,,250873.0,244256.0,0.0029744125206614402,56233.0,72179.0,Yakima,WA,133191.0,1300.0,98901,46.5923,-120.5496,0.059149832904063615,237593.41666666666,248789.0,0.06516505668027706,0.01865560164356243,Yakima,WA,0.032627660416256754,0.034637872898377615,0.03558890040742657,46.5923,-120.5496,133191.0,98901.0,,,,,,,,,,,
"York, PA",,,,449058.0,435413.0,0.003434445281580434,69172.0,85972.0,York,PA,233184.0,3204.0,17404,39.9651,-76.7315,0.02973097182451312,198993.83333333334,203896.0,0.03310111092391854,0.016378877782946506,York,PA,0.021924815705506084,0.023356705435344738,0.02405943662864618,39.9651,-76.7315,233184.0,17404.0,,,,,,,,,,,
"Youngstown, OH",,,,536081.0,564826.0,-0.005786797175313163,48558.0,64409.0,Youngstown,OH,378732.0,744.0,44502,41.0993,-80.6463,0.06622146915179905,101845.83333333333,106974.0,0.03774506388671561,0.012132635470236781,Youngstown,OH,0.014296590306242862,0.015225117546897147,0.015736742559852024,41.0993,-80.6463,378732.0,44502.0,0.030042918454935563,8236.0,686.3333333333334,704.0,8448.0,720.0,,0.003502390177360404,0.16961159850076196,0.12787032868077441,0.08076728924785462
"Yuba City, CA",,,,175639.0,167099.0,0.005553620163509576,61307.0,82466.0,Yuba City,CA,120456.0,1736.0,95991,39.1357,-121.6381,0.036148511877554856,309520.5,317364.0,0.0776019050749388,0.03401234714244965,Yuba City,CA,0.05326296148626053,0.05668230811324083,0.0588185041816871,39.1357,-121.6381,120456.0,95991.0,,,,,,,,,,,
"Yuma, AZ",,,,213787.0,197127.0,0.009055421276454645,46419.0,59182.0,Yuma,AZ,142847.0,313.0,85365,32.5992,-114.5488,0.057707760111032735,165349.91666666666,173756.0,0.05465317187931529,0.03340452711368421,Yuma,AZ,0.022954409827417036,0.023000506525698627,0.023433606571574783,32.5992,-114.5488,142847.0,85365.0,,,,,,,,,,,
Puerto Rico,,,,3193694.0,3721525.0,-0.016851431307824516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aguadilla, PR",,,,289289.0,338958.0,-0.017451485168935355,16311.0,25781.0,Aguadilla,PR,11170.0,1721.0,00603,18.4382,-67.1536,,,,,,,,,,,,,,,,,,,,,,,,,
"Arecibo, PR",,,,174606.0,199212.0,-0.01454185063763136,19163.0,26355.0,Arecibo,PR,40108.0,998.0,00612,18.4491,-66.7387,,,,,,,,,,,,,,,,,,,,,,,,,
"Guayama, PR",,,,72914.0,84057.0,-0.015677417990663578,16655.0,25327.0,Guayama,PR,22063.0,2329.0,00784,17.9744,-66.1104,,,,,,,,,,,,,,,,,,,,,,,,,
"Mayagüez, PR",,,,94975.0,115929.0,-0.021908037069591324,15746.0,30154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ponce, PR",,,,215295.0,261924.0,-0.021547268599326763,16061.0,26976.0,Ponce,PR,116796.0,1469.0,00728,18.012,-66.6198,,,,,,,,,,,,,,,,,,,,,,,,,
"San Germán, PR",,,,121464.0,137630.0,-0.013787514155865543,16491.0,25786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"San Juan, PR",,,,2023227.0,2347932.0,-0.016401908344722882,23137.0,36934.0,San Juan,PR,331165.0,3234.0,00918,18.4037,-66.0636,,,,,,,,,,,,,,,,,,,,,,,,,
"Yauco, PR",,,,85830.0,106937.0,-0.02413414167312178,15695.0,23543.0,Yauco,PR,16802.0,2240.0,00698,18.0344,-66.8615,,,,,,,,,,,,,,,,,,,,,,,,,
"Aberdeen, WA",,,,,,,61026.0,77948.0,Aberdeen,WA,29609.0,595.0,98520,46.9757,-123.8094,0.11559325326829972,200856.33333333334,218200.0,0.09098153204420822,0.025882797543901825,Aberdeen,WA,0.049293273556754835,0.052768416901887605,0.05396430737809421,46.9757,-123.8094,29609.0,98520.0,,,,,,,,,,,
"Adrian, MI",,,,,,,53865.0,69443.0,Adrian,MI,43689.0,994.0,49221,41.8994,-84.0446,0.03632287859615757,156752.91666666666,161342.0,0.05886448936086586,0.01791581922387649,Adrian,MI,0.030011764579868764,0.030961258775186407,0.03160343045586034,41.8994,-84.0446,43689.0,49221.0,,,,,,,,,,,
"Alamogordo, NM",,,,,,,39371.0,54602.0,Alamogordo,NM,33513.0,577.0,88310,32.8837,-105.9624,0.03712267277218784,133752.41666666666,137705.0,0.04357135640347631,0.009688485781836679,Alamogordo,NM,0.03638868929912165,0.03865395693927543,0.03991729189154136,32.8837,-105.9624,33513.0,88310.0,,,,,,,,,,,
"Albertville, AL",,,,,,,49467.0,63823.0,Albertville,AL,37775.0,313.0,35951,34.2634,-86.2107,0.08666503022306782,133188.16666666666,141662.0,0.05059522944279715,0.017687737925507336,Albertville,AL,0.027638984005299072,0.029591522386702037,0.03013130160243826,34.2634,-86.2107,37775.0,35951.0,,,,,,,,,,,
"Ashtabula, OH",,,,,,,44580.0,65566.0,Ashtabula,OH,27645.0,894.0,44004,41.8806,-80.7984,0.010602246751282962,112955.5,113621.0,0.04747322999087378,0.015198814097446462,Ashtabula,OH,0.02551109140217589,0.027192483387078026,0.027808117580322426,41.8806,-80.7984,27645.0,44004.0,,,,,,,,,,,
"Athens, OH",,,,,,,41851.0,62186.0,Athens,OH,29122.0,964.0,45701,39.3269,-82.0988,0.008238751432732672,116264.41666666667,116993.0,0.04074880158985783,0.011108092558597888,Athens,OH,0.016573961625092837,0.017604768191521236,0.01802048068264628,39.3269,-82.0988,29122.0,45701.0,,,,,,,,,,,
"Athens, TX",,,,,,,51521.0,69813.0,Athens,TX,12210.0,276.0,75751,32.2041,-95.8321,0.00656831569618932,173130.5,173781.0,0.04554969529361874,0.013339315233807403,Athens,TX,0.033567404540995494,0.03540727063803195,0.03621571127209355,32.2041,-95.8321,12210.0,75751.0,,,,,,,,,,,
"Auburn, NY",,,,,,,58665.0,78177.0,Auburn,NY,30507.0,1212.0,13021,42.9338,-76.5684,0.028876508124564104,134058.58333333334,137212.0,0.05045788199071222,0.020108534673683946,Auburn,NY,0.03263999956270669,0.03385734601051227,0.03493244293594455,42.9338,-76.5684,30507.0,13021.0,,,,,,,,,,,
"Augusta, ME",,,,,,,55389.0,73143.0,Augusta,ME,22116.0,130.0,04330,44.3341,-69.7319,0.08590667427004672,177156.83333333334,188521.0,0.03896087521219882,0.014769431791707335,Augusta,ME,0.03458547098215736,0.03686510793234698,0.038008078529987,44.3341,-69.7319,22116.0,4330.0,,,,,,,,,,,
"Beaver Dam, WI",,,,,,,61300.0,75835.0,Beaver Dam,WI,18041.0,868.0,53916,43.469,-88.8308,0.05389819492451764,171678.83333333334,178367.0,0.07291766181510462,0.02090007912391119,Beaver Dam,WI,0.025305439347288017,0.028396196556107037,0.02959880631526368,43.468999999999994,-88.8308,18041.0,53916.0,,,,,,,,,,,
"Bluefield, WV",,,,,,,42713.0,51900.0,Bluefield,WV,40640.0,411.0,24701,37.2608,-81.2143,-8.058883575989828e-05,74487.41666666667,74446.0,0.02310858634115953,0.009834520180532968,Bluefield,WV,0.02158260417120994,0.02322752128875072,0.023990523335093883,37.2608,-81.2143,40640.0,24701.0,,,,,,,,,,,
"Bozeman, MT",,,,,,,75418.0,97931.0,Bozeman,MT,57695.0,945.0,59718,45.6832,-111.0552,0.0524490720619919,437430.4166666667,455260.0,0.062367555941571284,0.016221373221433036,Bozeman,MT,0.040798284933100996,0.04377118196921725,0.04517492943952184,45.6832,-111.0552,57695.0,59718.0,,,,,,,,,,,
"Brainerd, MN",,,,,,,58222.0,73057.0,Brainerd,MN,19583.0,426.0,56401,46.3553,-94.1982,0.033540862012643835,209881.33333333334,215146.0,0.05129743826825828,0.014518512168499342,Brainerd,MN,0.01861936340783576,0.020005505249262482,0.02062204962106473,46.3553,-94.1982,19583.0,56401.0,,,,,,,,,,,
"Centralia, WA",,,,,,,58911.0,72799.0,Centralia,WA,42922.0,904.0,98531,46.7226,-122.9696,0.08360993851076537,264317.6666666667,281083.0,0.0826661328095406,0.023528229804170797,Centralia,WA,0.041117791952662415,0.04314443712675886,0.044479503996091685,46.7226,-122.9696,42922.0,98531.0,,,,,,,,,,,
"Chillicothe, OH",,,,,,,55717.0,70298.0,Chillicothe,OH,31999.0,804.0,45601,39.3393,-82.9937,0.009753597415607329,129137.58333333333,130029.0,0.043346938053925754,0.011206284745376377,Chillicothe,OH,0.028152260186254937,0.029737990296244018,0.0305853648829586,39.3393,-82.9937,31999.0,45601.0,,,,,,,,,,,
"Clarksburg, WV",,,,,,,53088.0,71712.0,Clarksburg,WV,40403.0,604.0,26301,39.2863,-80.323,0.010408286903236696,100971.5,101737.0,0.035660863030554824,0.011919447782714108,Clarksburg,WV,0.025891215340162917,0.027044575657348302,0.02774638513844629,39.2863,-80.32300000000001,40403.0,26301.0,,,,,,,,,,,
"Clearlake, CA",,,,,,,47138.0,67959.0,Clearlake,CA,15961.0,581.0,95422,38.959,-122.633,0.032366340844735886,264063.5833333333,269428.0,0.0666314948146487,0.032881079270367444,Clearlake,CA,0.03843867703767767,0.040058232587272265,0.04087536246135315,38.959,-122.633,15961.0,95422.0,,,,,,,,,,,
"Concord, NH",,,,,,,76218.0,93295.0,Concord,NH,43542.0,263.0,03303,43.2305,-71.5595,0.057291452764886674,271336.0,283186.0,0.03809203204677103,0.021332009703984158,Concord,NH,0.03967548128594833,0.041817709326131824,0.04289152372972649,43.2305,-71.5595,43542.0,3303.0,,,,,,,,,,,
"Cookeville, TN",,,,,,,47879.0,62907.0,Cookeville,TN,50408.0,378.0,38501,36.1484,-85.5114,0.04340006159531873,163502.75,169396.0,0.05210735053135962,0.01344915867223267,Cookeville,TN,0.028643901363393894,0.03049995875171829,0.031385827317035535,36.1484,-85.5114,50408.0,38501.0,,,,,,,,,,,
"Coos Bay, OR",,,,,,,50527.0,64675.0,Coos Bay,OR,32159.0,594.0,97459,43.3789,-124.233,0.04089686571624451,229529.83333333334,236854.0,0.06010484775648672,0.0245095618938939,Coos Bay,OR,0.0401438277063404,0.042197344216968746,0.043502578825515004,43.3789,-124.23299999999999,32159.0,97459.0,,,,,,,,,,,
"Corning, NY",,,,,,,52951.0,70353.0,Corning,NY,19296.0,1319.0,14830,42.147,-77.0561,-0.002179430589273945,108464.41666666667,108507.0,0.02247848900154259,0.017834367837706457,Corning,NY,0.02106605315083332,0.022513166187994482,0.023095048494792717,42.147,-77.0561,19296.0,14830.0,,,,,,,,,,,
"Cullman, AL",,,,,,,50906.0,61920.0,Cullman,AL,19920.0,283.0,35058,34.1777,-86.8407,0.03608443370175651,140360.25,144454.0,0.03457917718345871,0.011576493720277086,Cullman,AL,0.029739266306457963,0.03206214877220903,0.03307670377672678,34.1777,-86.8407,19920.0,35058.0,,,,,,,,,,,
"Danville, VA",,,,,,,45971.0,59526.0,Danville,VA,45890.0,361.0,24540,36.5831,-79.4087,0.0022249954049007314,103475.83333333333,103601.0,0.019226521935372665,0.013769622725639639,Danville,VA,0.022129593943233997,0.023394744198401485,0.023938595136664187,36.5831,-79.4087,45890.0,24540.0,,,,,,,,,,,
"Dublin, GA",,,,,,,39625.0,57419.0,Dublin,GA,20583.0,385.0,31021,32.5359,-82.928,0.010833795892474907,101305.25,101981.0,0.05559462915987767,0.013454279857935611,Dublin,GA,0.02561662583129709,0.0273112981123782,0.0280989512471268,32.5359,-82.928,20583.0,31021.0,,,,,,,,,,,
"DuBois, PA",,,,,,,45643.0,57924.0,DuBois,PA,11241.0,895.0,15801,41.1225,-78.7564,-0.010900877307843393,91340.25,90645.0,0.02931835493360846,0.012830041037280866,DuBois,PA,0.028190540227019282,0.030005352398389636,0.030996813375344438,41.1225,-78.7564,11241.0,15801.0,,,,,,,,,,,
"Eureka, CA",,,,,,,51662.0,76880.0,Eureka,CA,44236.0,1098.0,95503,40.7942,-124.1568,0.03678525732599591,324719.25,333849.0,0.05620352082334246,0.029064075918133946,Eureka,CA,0.04995320535184833,0.05300694286592544,0.054588131876283315,40.7942,-124.1568,44236.0,95503.0,,,,,,,,,,,
"Faribault, MN",,,,,,,72469.0,94139.0,Faribault,MN,24250.0,608.0,55021,44.2985,-93.2786,0.024459781575708384,257476.25,263028.0,0.06962110396403376,0.027924492892074108,Faribault,MN,0.04002483062013207,0.0420772069058204,0.04281772628830383,44.2985,-93.2786,24250.0,55021.0,,,,,,,,,,,
"Farmington, MO",,,,,,,42390.0,59361.0,Farmington,MO,46331.0,808.0,63640,37.7821,-90.4288,-0.009042517463729194,118552.25,118027.0,0.03639865998213243,0.01807354168150524,Farmington,MO,0.004054283152851834,0.004087053465483326,0.004081640144384835,37.7821,-90.4288,46331.0,63640.0,,,,,,,,,,,
"Findlay, OH",,,,,,,60944.0,85029.0,Findlay,OH,48469.0,810.0,45840,41.0467,-83.6379,0.05515424046567108,154129.41666666666,160968.0,0.04708817880860727,0.01774413888903787,Findlay,OH,0.019801340684460374,0.020333361035103525,0.02107652402700122,41.0467,-83.6379,48469.0,45840.0,,,,,,,,,,,
"Forest City, NC",,,,,,,44361.0,63090.0,Forest City,NC,25311.0,322.0,28043,35.3338,-81.8702,0.029212419689908842,125601.16666666667,128315.0,0.04026208659270969,0.012536590503217475,Forest City,NC,0.02269874183188336,0.02434296686373094,0.02502509382971896,35.3338,-81.8702,25311.0,28043.0,,,,,,,,,,,
"Fort Payne, AL",,,,,,,44208.0,56777.0,Fort Payne,AL,7049.0,96.0,35967,34.4557,-85.6965,,,,,,,,,,,,,,,,,,,,,,,,,
"Frankfort, KY",,,,,,,59495.0,78241.0,Frankfort,KY,38852.0,725.0,40604,38.1924,-84.8643,0.00213310580204773,149866.83333333334,150336.0,0.022886669624557987,0.007849396039104636,Frankfort,KY,0.02216936950959969,0.023688512633744274,0.024301569136164103,38.1924,-84.8643,38852.0,40604.0,,,,,,,,,,,
"Gallup, NM",,,,,,,37153.0,49716.0,Gallup,NM,22917.0,415.0,87301,35.5183,-108.7423,0.030342005261619454,155009.58333333334,158616.0,0.021798818921175966,0.011627027230033053,Gallup,NM,0.003837754221496903,0.00425794797607626,0.0044556100208041904,35.5183,-108.7423,22917.0,87301.0,,,,,,,,,,,
"Glenwood Springs, CO",,,,,,,78010.0,109321.0,Glenwood Springs,CO,11962.0,656.0,81601,39.5455,-107.3346,0.02353110721471574,543586.1666666666,553977.0,0.06751006069302168,0.01740771106025113,Glenwood Springs,CO,0.05401296139945511,0.057031797089646334,0.05891570237480725,39.5455,-107.3346,11962.0,81601.0,,,,,,,,,,,
